3,1,442.37,200.08,150.30,370.05,1,-1,-1,-1
3,2,812.91,226.35,90.19,266.43,1,-1,-1,-1
3,3,170.14,179.08,258.40,607.63,1,-1,-1,-1
3,4,969.66,223.88,90.28,258.78,1,-1,-1,-1
3,5,-4.65,142.27,193.16,661.25,1,-1,-1,-1
3,6,930.09,250.91,48.33,169.78,1,-1,-1,-1
3,7,1051.32,233.14,66.62,189.33,1,-1,-1,-1
3,8,576.13,212.25,134.99,364.77,1,-1,-1,-1
4,1,436.88,206.26,152.32,374.71,1,-1,-1,-1
4,2,812.03,233.96,88.98,262.88,1,-1,-1,-1
4,3,165.37,192.10,254.53,600.72,1,-1,-1,-1
4,4,970.28,230.14,90.32,258.83,1,-1,-1,-1
4,5,-8.65,152.48,190.57,655.12,1,-1,-1,-1
4,6,929.98,255.21,49.69,174.59,1,-1,-1,-1
4,7,1051.36,237.48,65.71,187.58,1,-1,-1,-1
4,8,575.18,220.11,134.02,361.47,1,-1,-1,-1
5,1,434.96,221.95,150.46,369.60,1,-1,-1,-1
5,2,811.71,240.06,89.36,263.77,1,-1,-1,-1
5,3,147.21,195.89,258.44,613.56,1,-1,-1,-1
5,4,970.83,234.60,90.21,258.52,1,-1,-1,-1
5,5,-10.34,189.51,180.35,624.01,1,-1,-1,-1
5,6,931.47,260.87,50.73,176.86,1,-1,-1,-1
5,7,1048.71,243.88,68.50,195.89,1,-1,-1,-1
5,8,575.02,224.73,135.00,364.02,1,-1,-1,-1
6,1,431.09,227.73,153.68,377.08,1,-1,-1,-1
6,2,811.92,242.64,90.33,266.92,1,-1,-1,-1
6,3,136.55,204.06,260.16,621.85,1,-1,-1,-1
6,5,-9.84,224.82,171.57,598.97,1,-1,-1,-1
6,6,932.49,265.51,50.74,175.42,1,-1,-1,-1
6,7,1046.37,248.70,71.65,205.65,1,-1,-1,-1
6,8,574.67,232.49,134.58,364.17,1,-1,-1,-1
7,1,427.87,225.28,156.66,384.49,1,-1,-1,-1
7,2,813.16,248.92,89.75,264.51,1,-1,-1,-1
7,3,115.74,200.62,264.54,634.78,1,-1,-1,-1
7,5,-12.07,245.06,167.99,586.49,1,-1,-1,-1
7,6,933.86,269.07,50.77,174.10,1,-1,-1,-1
7,7,1045.32,252.96,72.92,209.29,1,-1,-1,-1
7,8,573.12,232.93,138.05,374.66,1,-1,-1,-1
8,1,425.40,227.48,159.19,389.82,1,-1,-1,-1
8,2,814.71,251.69,90.10,264.97,1,-1,-1,-1
